entry,exit,entry_px,exit_px,pnl,ret_pct
2011-10-02 00:00:00+00:00,2012-03-02 00:00:00+00:00,4.82,4.99,352.6970954356857,3.526970954356856
2012-04-02 00:00:00+00:00,2012-08-02 00:00:00+00:00,4.8,9.45,10029.175311203317,96.87499999999996
2012-09-02 00:00:00+00:00,2013-06-02 00:00:00+00:00,10.07,128.77,240251.06799086888,1178.748758689176
2013-07-02 00:00:00+00:00,2013-09-02 00:00:00+00:00,83.41,130.65,147611.79839801314,56.635894976621515
2013-10-02 00:00:00+00:00,2013-12-02 00:00:00+00:00,127.31,955.0,2654151.974343451,650.1374597439321
2014-04-02 00:00:00+00:00,2014-06-02 00:00:00+00:00,478.98,630.99,971888.0211371146,31.736189402480264
2014-07-02 00:00:00+00:00,2014-08-02 00:00:00+00:00,638.25,597.84,-255425.68916897196,-6.331374853113969
2015-02-02 00:00:00+00:00,2015-07-02 00:00:00+00:00,226.93,257.62,511052.67745268345,13.523994183228316
2015-10-02 00:00:00+00:00,2016-03-02 00:00:00+00:00,238.0,433.33,3520791.8351580054,82.07142857142856
2016-04-02 00:00:00+00:00,2016-08-02 00:00:00+00:00,416.31,606.84,3574675.959866382,45.7663760178713
2016-09-02 00:00:00+00:00,2017-06-02 00:00:00+00:00,571.05,2413.58,36735668.19461411,322.65650993783385
2017-07-02 00:00:00+00:00,2017-09-02 00:00:00+00:00,2421.3,4921.71,49693284.14903472,103.2672531284847
2017-10-02 00:00:00+00:00,2017-12-02 00:00:00+00:00,4369.33,10840.45,144866210.42445004,148.1032561056272
2018-04-02 00:00:00+00:00,2018-06-02 00:00:00+00:00,6816.31,7511.72,24758626.868626386,10.202147496225965
2018-07-02 00:00:00+00:00,2018-08-02 00:00:00+00:00,6345.48,7600.22,52882780.04259384,19.773760219873047
2019-02-02 00:00:00+00:00,2019-07-02 00:00:00+00:00,3434.83,10581.78,666503132.5605075,208.0728886145748
2019-10-02 00:00:00+00:00,2020-03-02 00:00:00+00:00,8326.41,8516.0,22469727.92000246,2.276971708095088
2020-04-02 00:00:00+00:00,2020-08-02 00:00:00+00:00,6669.95,11808.21,777519943.7436659,77.03595978980351
2020-09-02 00:00:00+00:00,2021-06-02 00:00:00+00:00,11919.53,36693.3,3713748590.243117,207.84183604554883
2021-07-02 00:00:00+00:00,2021-09-02 00:00:00+00:00,33537.11,48830.93,2508404143.2490253,45.60267715375592
2021-10-02 00:00:00+00:00,2021-12-02 00:00:00+00:00,48185.61,57232.71,1503725484.6592693,18.775522401812484
2022-04-02 00:00:00+00:00,2022-06-02 00:00:00+00:00,46306.38,29791.96,-3392547788.524954,-35.66337943065297
2022-07-02 00:00:00+00:00,2022-08-02 00:00:00+00:00,19263.41,23291.67,1279811623.9577036,20.911458563151598
2023-02-02 00:00:00+00:00,2023-07-02 00:00:00+00:00,23736.0,30590.0,2136809233.0305834,28.87596899224807
2023-10-02 00:00:00+00:00,2024-03-02 00:00:00+00:00,27995.0,62433.0,11731635966.663822,123.01482407572779
2024-04-02 00:00:00+00:00,2024-08-02 00:00:00+00:00,69694.0,65293.0,-1343045846.5791206,-6.314747324016423
2024-09-02 00:00:00+00:00,2025-01-09 00:00:00+00:00,57278.0,92542.0,12267323573.282768,61.566395474702354
